sRNA_ID	HCd120_1	HCd120_2	HCd120_3	HCd60_1	HCd60_2	HCd60_3	HCd90_1	HCd90_2	HCd90_3	PDd120_1	PDd120_2	PDd120_3	PDd60_1	PDd60_2	PDd60_3	PDd90_1	PDd90_2	PDd90_3	PSPd120_1	PSPd120_2	PSPd120_3	PSPd60_1	PSPd60_2	PSPd60_3	PSPd90_1	PSPd90_2	PSPd90_3
hsa-miR-130a-3p	2380	2451	3457	3248	1518	3091	3375	4466	2529	1525	906	1101	2244	902	2570	3783	3211	2132	3618	4000	4269	1753	3671	3510	3899	2581	5098
hsa-miR-130a-5p	1096	999	1394	372	214	310	343	506	319	26	16	20	165	112	203	75	52	41	35	56	53	138	216	176	73	23	58
hsa-miR-130b-3p	1129	1105	1517	2164	922	2343	1559	2093	1215	413	245	291	1251	523	1638	1631	1467	923	1362	1612	1620	899	1652	1723	1395	1164	2017
hsa-miR-130b-5p	1842	1756	2345	5339	2968	5356	2616	3211	2187	1354	1023	1199	6021	3822	7110	5740	3802	3490	1309	1570	1847	1806	2670	3039	1085	2799	2415
hsa-miR-132-3p	2765	2651	3536	1991	1058	2073	2159	2876	1980	9928	7094	7656	2782	1675	3576	13209	10366	8044	11551	13147	15238	2058	2900	3130	7568	8822	10745
hsa-miR-132-5p	542	525	742	322	178	361	525	663	473	2380	2396	2224	448	368	561	2175	1721	1238	2342	2787	3229	621	476	594	3396	2220	2054
hsa-miR-1322	0	0	2	2	1	0	2	1	0	3	0	0	0	0	0	0	2	1	0	0	3	1	2	0	1	0	1
hsa-miR-1323	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-133a-3p	47	106	115	24	24	60	59	61	47	15384	7272	8906	1064	406	1504	2236	1960	1402	110	108	143	31	55	58	60	49	159
hsa-miR-133a-5p	3	0	0	1	3	0	5	2	1	679	376	513	41	27	53	119	78	90	0	4	6	2	0	4	0	0	8
hsa-miR-133b	8	6	16	2	0	6	5	3	2	8081	3688	4274	455	158	699	921	705	525	15	8	13	3	7	5	6	1	11
hsa-miR-134-3p	0	1	1	1	0	3	6	7	0	3	1	4	2	3	0	7	0	4	0	0	0	1	2	1	3	3	0
hsa-miR-134-5p	163	160	184	962	303	998	451	615	385	455	370	370	1265	818	1519	664	579	381	285	284	305	345	405	329	344	289	244
hsa-miR-1343-3p	24	20	34	39	12	30	28	55	38	33	19	36	43	16	58	98	95	52	46	45	66	11	22	30	28	44	63
hsa-miR-1343-5p	0	0	5	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135a-2-3p	2374	2355	3110	2769	1366	2868	2928	3436	2285	1723	1684	1721	2593	2015	2917	4031	2958	2058	1927	2410	2477	2363	1917	2160	4467	4321	2522
hsa-miR-135a-3p	4957	4883	6531	4327	2135	4360	4010	5115	3454	1720	1571	1598	4110	2535	4607	4808	3731	2861	2965	3396	3794	3385	3535	4104	5277	4179	3075
hsa-miR-135a-5p	11705	10101	13339	11497	10281	11832	17778	20944	15874	8953	4825	5600	10443	6558	13068	24583	20081	15799	21849	23253	28435	6493	14182	14033	15563	12291	41734
hsa-miR-135b-3p	396	360	480	581	363	582	319	436	311	210	185	167	727	498	850	856	746	696	493	634	606	632	779	894	607	811	771
hsa-miR-135b-5p	4032	3415	5127	5671	4081	5602	4977	6479	4279	3183	3055	2965	8166	7793	9003	10757	9202	6749	7651	8940	9952	10965	10106	11111	16020	9561	11902
hsa-miR-136-3p	182	136	213	503	236	481	456	580	399	480	213	274	1038	439	1506	843	504	500	192	210	242	153	339	312	94	89	276
hsa-miR-136-5p	4	7	4	15	13	11	20	18	15	42	22	26	71	23	57	42	23	25	6	19	17	15	25	29	23	9	8
hsa-miR-137-3p	907	657	981	792	587	695	800	1023	626	1772	573	743	567	208	952	3420	2744	2349	2076	2062	2744	461	3004	2283	1627	531	2710
hsa-miR-137-5p	29	33	48	14	8	16	16	17	18	20	13	16	15	8	10	45	37	26	29	20	33	10	12	11	40	32	26
hsa-miR-138-1-3p	4	10	6	0	0	2	9	1	4	19	11	19	3	2	2	14	10	11	17	18	15	0	6	3	5	7	19
hsa-miR-138-2-3p	68	58	81	19	9	17	28	54	38	185	119	119	22	11	26	168	121	72	427	507	532	13	55	43	129	128	181
hsa-miR-138-5p	263	237	321	104	132	125	237	324	211	424	280	286	168	99	180	665	512	418	561	540	631	143	246	194	400	229	846
hsa-miR-139-3p	168	135	188	413	236	392	255	286	178	185	144	182	232	163	306	334	263	167	112	195	168	144	183	207	219	260	238
hsa-miR-139-5p	3096	2795	4020	5586	3597	5187	3549	4293	3047	1551	1424	1343	3171	2874	3499	3015	2483	1830	2038	2302	2642	3154	2748	3197	4080	3211	3084
hsa-miR-140-3p	18207	16700	23546	25158	14456	25862	17634	21835	14661	358681	318737	297497	48568	32654	58993	366423	346421	273103	12573	14742	15504	4833	6331	6352	5072	21272	14394
hsa-miR-140-5p	459	345	428	516	386	643	371	502	353	10398	6129	7148	1050	605	1346	4813	3566	3173	320	394	455	303	534	554	261	308	588
hsa-miR-141-3p	0	2	2	0	0	1	2	4	2	0	1	0	2	1	1	3	3	0	2	0	0	0	0	0	1	1	3
hsa-miR-141-5p	0	0	3	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-142-3p	0	2	1	0	1	0	1	0	3	0	0	0	3	5	0	3	0	0	0	1	1	0	2	2	0	2	0
hsa-miR-142-5p	8	9	13	4	2	6	3	18	3	2	2	0	16	13	2	6	5	8	0	8	3	0	1	0	4	17	3
hsa-miR-143-3p	274	306	901	1515	505	1522	671	881	394	36070	30212	30752	16113	9676	12981	38235	32629	21825	180	204	237	114	131	155	99	759	199
hsa-miR-143-5p	2	1	4	8	3	6	4	3	0	108	50	89	59	27	76	119	65	40	0	0	0	0	0	0	0	0	1
hsa-miR-144-3p	0	3	1	1	0	0	0	0	0	0	0	0	2	0	5	2	0	1	0	0	0	1	0	0	0	0	0
hsa-miR-144-5p	11	8	9	8	11	8	15	9	3	10	3	6	11	6	9	17	23	19	9	17	12	6	4	10	4	6	20
hsa-miR-145-3p	0	1	1	7	2	2	2	0	2	72	55	50	22	23	30	77	39	36	1	0	1	0	0	0	0	0	0
hsa-miR-145-5p	6	5	57	24	40	34	15	17	18	291	165	221	214	128	249	326	275	263	1	1	1	3	1	1	1	42	9
hsa-miR-1468-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1468-5p	63	76	83	217	129	243	146	169	152	170	156	151	248	165	249	335	206	200	136	142	199	171	197	231	184	271	174
hsa-miR-146a-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a-5p	122	107	166	96	69	102	104	146	96	327	257	266	155	121	158	439	335	281	157	183	199	147	219	193	309	282	361
hsa-miR-146b-3p	89	97	121	186	102	138	111	126	122	254	162	189	129	83	162	209	137	132	95	77	86	46	65	80	80	89	101
hsa-miR-146b-5p	1847	1734	2257	3513	2801	3447	2639	3161	2271	8968	7794	8365	2815	2312	3648	6551	4990	4123	1648	1742	2123	1891	2441	2510	2421	2514	2552
hsa-miR-147b-3p	18	24	44	13	7	23	34	29	14	16	14	13	20	10	20	25	18	17	10	27	18	21	28	27	28	32	14
hsa-miR-147b-5p	6	7	7	9	3	5	12	10	7	13	10	5	7	3	19	23	23	20	13	9	30	2	19	10	6	11	11
hsa-miR-148a-3p	431877	420470	566193	483233	263399	478957	601151	735492	545049	1339939	2450399	1611352	570929	651295	560346	1061940	887317	685168	92682	109785	116411	228033	78501	98198	305306	446461	116191
hsa-miR-148a-5p	2161	1922	2646	1160	591	1042	1265	1501	1021	1515	1144	1174	434	303	465	807	703	547	113	131	178	134	157	204	182	178	168
hsa-miR-148b-3p	65172	58715	78326	142356	81037	136248	119654	142703	100617	73815	49755	48082	120477	63970	158812	181377	130556	117169	79303	87635	100572	56574	95580	99161	78648	97581	106039
hsa-miR-148b-5p	328	346	460	438	257	410	462	531	367	358	248	280	409	235	445	557	485	374	291	301	352	328	572	477	420	216	436
hsa-miR-149-3p	0	2	0	0	0	3	0	0	2	1	0	0	2	0	0	2	0	0	0	0	0	0	3	1	0	0	0
hsa-miR-149-5p	6096	6014	8379	6396	3437	6403	5227	6812	4423	1930	1696	1551	6415	4444	7678	4661	4000	2992	4126	4941	5560	5375	6719	6920	5781	4651	5293
hsa-miR-150-3p	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-150-5p	2	3	7	1	0	0	4	3	0	0	0	2	3	7	2	2	0	9	2	1	4	0	3	3	1	5	9
hsa-miR-151a-3p	63504	67206	89166	147561	58324	147120	78443	97882	66877	61122	73217	52005	152441	142410	151605	101026	81235	58497	39925	45753	49434	191942	97857	115231	136726	141551	51015
hsa-miR-151a-5p	461	410	593	687	287	651	587	723	387	489	245	272	541	229	711	851	683	466	348	374	370	267	618	631	326	323	683
hsa-miR-151b	10	12	28	24	9	21	16	32	17	15	15	14	14	4	25	41	26	14	26	16	22	9	16	12	33	22	28
hsa-miR-152-3p	14878	15078	20171	24394	10364	24829	28290	35533	21958	76433	62718	63520	27194	16043	33437	79930	59679	43235	17347	20547	20182	12611	18078	19360	30940	31758	28836
hsa-miR-152-5p	248	231	305	128	90	136	156	146	173	240	178	157	100	55	87	115	107	98	50	60	55	44	84	61	60	33	79
hsa-miR-153-3p	1237	1119	1549	1064	638	1123	1301	1638	1036	766	554	595	1248	950	1482	2763	2339	1620	1461	1735	1909	1085	1207	1372	1556	1460	2577
hsa-miR-153-5p	35	29	42	33	42	35	42	28	24	6	5	9	34	19	42	30	56	28	20	21	29	19	46	36	20	17	34
hsa-miR-1537-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
hsa-miR-1537-5p	0	0	1	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
hsa-miR-1538	0	0	0	0	0	3	2	1	0	2	0	0	2	0	0	2	2	0	0	1	0	2	1	3	1	5	1
hsa-miR-154-3p	1	0	2	7	8	16	6	4	2	2	0	1	13	7	22	2	3	3	8	1	4	6	5	8	3	0	1
hsa-miR-154-5p	4	4	9	19	13	27	25	22	9	17	4	8	26	14	63	18	15	7	8	1	4	4	16	10	1	2	5
hsa-miR-155-5p	2	0	11	6	3	5	7	8	5	259	229	298	69	59	80	126	81	73	2	0	7	0	2	1	5	8	12
hsa-miR-15a-3p	1	0	1	6	0	1	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-15a-5p	335	336	462	458	199	432	431	523	337	228	94	133	273	118	395	438	355	226	217	219	245	142	402	361	213	144	461
hsa-miR-15b-3p	460	251	593	550	297	549	371	503	247	48	47	46	290	267	420	137	113	71	51	52	58	468	321	372	114	91	98
hsa-miR-15b-5p	1330	1200	1643	4404	2486	4135	2629	3193	2161	972	715	723	3917	1961	4689	2623	2022	1670	881	941	1062	2381	3918	3973	2162	1214	1505
hsa-miR-16-1-3p	132	78	144	91	35	83	47	71	51	30	20	35	31	10	39	34	15	15	7	16	10	36	56	75	5	6	21
hsa-miR-16-2-3p	307	269	365	457	291	440	264	379	246	83	45	115	241	216	337	201	156	113	38	50	50	97	86	117	21	53	57
hsa-miR-16-5p	6988	6095	8163	9533	6624	9169	9866	11347	8012	4001	2269	2451	6507	3198	8789	10437	8568	6529	4266	4845	5742	3744	9679	8791	4413	3373	9297
hsa-miR-17-3p	73	77	103	89	51	100	77	84	50	41	26	16	53	23	35	71	54	47	30	34	47	36	54	54	40	34	66
hsa-miR-17-5p	10211	8749	12027	19674	15208	19686	11221	13202	9636	4392	2381	2608	9634	4925	12937	11759	8697	7534	4464	4789	5711	4963	13078	12545	3457	4127	10440
hsa-miR-181a-2-3p	15033	14040	18538	28992	14786	29023	24492	29629	20338	9901	8069	8185	30182	18147	34540	35315	26526	21398	14306	15994	17553	20349	26619	27506	16750	22573	21272
hsa-miR-181a-3p	12496	10652	14425	8093	4534	7792	10466	12324	8771	4171	2509	2630	6758	2737	8979	11000	7469	7176	5023	5814	6324	3593	7956	7989	3621	3638	7277
hsa-miR-181a-5p	20610	19110	25220	28550	18509	27508	32084	38198	27843	29667	16761	21104	25688	12506	34980	54563	41822	33699	29777	34125	38748	19699	44191	43611	25207	21883	50703
hsa-miR-181b-2-3p	184	135	204	140	58	96	164	192	133	42	37	38	43	19	78	146	111	74	67	66	86	38	61	61	50	53	101
hsa-miR-181b-3p	2737	2541	3595	1145	558	1236	1672	2058	1328	247	176	226	331	183	406	698	555	282	168	204	226	73	119	146	60	529	527
hsa-miR-181b-5p	5808	5800	7563	14184	9872	14010	9984	12331	8286	4725	3203	4116	10574	6339	13531	11429	8807	6885	5036	5819	6312	9666	17082	17872	5911	5777	9657
hsa-miR-181c-3p	2494	2368	3238	2662	1215	2455	3085	3773	2509	2508	1329	1756	3036	1309	4025	7927	5904	4701	3996	4579	4917	1738	3738	3891	2819	2726	6083
hsa-miR-181c-5p	155	161	262	77	71	122	178	272	145	182	79	138	103	47	157	440	335	237	365	415	421	79	238	197	203	133	530
hsa-miR-181d-3p	2	0	3	1	0	9	2	0	1	1	2	3	0	0	1	4	1	3	6	5	1	0	0	0	0	1	4
hsa-miR-181d-5p	2310	2204	2839	2356	1701	2278	2414	3128	2173	2109	1509	1710	2770	1719	3378	6076	4544	3809	3308	3812	4509	2281	3373	3406	3598	3794	5517
hsa-miR-182-3p	9	11	21	0	0	0	4	2	0	17	14	10	0	1	4	9	2	1	0	0	0	0	0	1	0	1	0
hsa-miR-182-5p	100068	89644	119177	6308	5078	6196	8510	9733	8112	159650	168073	129516	15493	13229	19293	43174	32290	29454	2121	2320	2875	3373	3060	3183	4713	3682	2756
hsa-miR-183-3p	25	28	29	0	5	3	4	3	2	33	16	23	7	3	2	10	4	9	0	3	0	0	8	1	1	0	4
hsa-miR-183-5p	47546	42659	57494	3627	2342	3590	4501	5296	3996	107305	103817	88887	9912	7362	11315	26322	19673	16888	1516	1897	2045	1573	1818	1864	2712	2909	2154
hsa-miR-184	115	118	184	398	155	357	472	589	386	386	441	377	54	47	64	250	189	133	129	175	196	42	47	45	237	213	172
hsa-miR-1843	232	233	351	562	279	561	387	527	315	679	577	692	646	443	755	1036	742	611	676	739	713	637	670	708	783	983	647
hsa-miR-185-3p	166	168	254	370	125	402	223	268	199	243	209	210	366	203	410	395	343	233	168	236	225	201	186	267	194	306	219
hsa-miR-185-5p	1256	1085	1602	2727	1812	2724	1636	1903	1313	1411	1388	1567	3594	2458	4238	2844	2132	1619	773	898	965	1927	2741	3121	1246	1302	1452
hsa-miR-186-3p	0	4	7	4	1	3	8	6	5	0	0	0	3	2	0	1	0	0	2	0	0	0	1	4	0	3	2
hsa-miR-186-5p	5590	5026	6620	7808	5684	8013	7281	9019	6537	5251	2687	3349	5212	2521	6697	7532	5725	4692	3143	3697	4139	3644	8003	7818	2898	2183	6278
hsa-miR-187-3p	3	3	3	9	3	4	7	4	5	38	20	18	4	4	14	27	19	11	32	28	31	3	4	6	39	15	10
hsa-miR-187-5p	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-188-3p	1	0	3	0	0	3	1	1	1	0	2	0	0	0	0	2	4	1	2	0	0	0	0	0	0	1	1
hsa-miR-188-5p	23	23	25	43	23	59	40	64	50	77	45	51	27	12	30	33	28	24	10	13	8	5	24	17	7	4	17
hsa-miR-18a-3p	96	62	100	153	89	124	76	82	68	10	3	11	59	20	94	33	15	16	6	24	17	51	103	133	22	10	31
hsa-miR-18a-5p	339	283	357	757	495	695	358	402	306	64	48	42	316	184	456	235	163	124	94	91	105	260	551	544	104	83	316
hsa-miR-18b-3p	6	14	9	9	13	16	3	7	1	0	0	0	6	1	3	1	0	0	1	1	0	3	2	1	1	0	1
hsa-miR-18b-5p	37	44	47	75	51	57	24	30	18	2	1	0	43	13	33	11	13	3	3	9	9	21	36	56	9	13	17
hsa-miR-1908-3p	1	1	2	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	4	2	0	0	0	0	1	0	0
hsa-miR-1908-5p	7	3	6	19	7	20	13	12	12	14	6	4	38	17	30	36	48	29	5	10	12	7	10	15	11	20	19
hsa-miR-1909-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
hsa-miR-1909-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-3p	9	1	4	0	0	0	0	4	4	0	0	0	0	1	0	1	3	0	1	2	1	0	0	1	0	0	3
hsa-miR-190a-5p	44	35	79	58	71	48	50	41	41	47	34	32	37	27	56	92	64	50	43	49	72	16	31	26	39	34	109
hsa-miR-190b-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190b-5p	41	34	51	68	55	74	74	82	59	49	22	29	63	39	76	80	68	65	38	38	49	46	62	74	38	34	42
hsa-miR-191-3p	21	38	64	44	26	45	56	56	28	33	19	17	33	12	35	44	35	27	19	26	30	31	35	27	18	20	21
hsa-miR-191-5p	12690	11924	16391	30810	20698	30735	24445	30615	20565	8300	6742	8234	21423	12921	28264	40590	29653	23233	8085	9516	8936	3327	5444	5908	4490	9429	12258
hsa-miR-1910-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1910-5p	0	2	0	3	0	5	1	4	1	0	1	0	3	0	2	1	8	0	1	0	1	2	7	1	0	2	1
hsa-miR-1911-3p	13	7	6	21	2	9	13	12	10	5	5	0	3	2	2	8	6	5	3	7	7	0	0	4	4	6	1
hsa-miR-1911-5p	91	65	100	19	14	18	49	38	30	37	34	37	3	5	14	30	18	10	38	55	43	1	4	4	9	11	13
hsa-miR-1912-3p	12	11	12	6	5	6	5	15	7	10	13	21	5	4	2	15	10	10	4	12	13	0	3	0	11	6	8
hsa-miR-1912-5p	47	43	43	21	7	16	9	20	14	34	23	23	8	1	10	17	21	20	19	43	39	1	6	2	16	12	12
hsa-miR-1913	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-1914-5p	2	2	1	4	4	1	6	5	2	2	4	0	4	1	2	1	3	1	0	2	2	7	4	2	1	0	1
hsa-miR-1915-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1915-5p	0	0	2	2	1	1	0	1	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0
hsa-miR-192-3p	6	1	5	9	1	0	4	4	2	2	2	8	5	0	5	1	0	2	4	1	5	5	6	10	3	2	8
hsa-miR-192-5p	6667	6553	9490	8300	3938	8362	8548	10964	7083	8071	5257	5970	7131	4216	8473	15188	11456	8810	6076	7406	7533	3102	6071	6694	4704	8671	10424
hsa-miR-193a-3p	0	3	2	0	0	3	0	2	2	9	3	2	0	3	1	0	1	1	0	0	0	0	1	0	0	0	0
hsa-miR-193a-5p	2	5	8	17	5	12	10	7	9	465	325	394	52	27	66	239	199	118	5	13	16	3	0	4	3	10	5
hsa-miR-193b-3p	117	137	157	161	78	125	115	131	81	151	76	122	104	57	141	136	174	93	109	118	163	83	124	130	62	30	192
hsa-miR-193b-5p	8	12	32	22	20	22	28	45	17	167	182	197	33	25	54	150	135	110	75	97	106	21	30	26	60	64	94
hsa-miR-194-3p	30	24	40	17	10	26	34	34	21	28	18	33	21	19	24	55	45	54	32	33	36	23	33	29	24	50	33
hsa-miR-194-5p	477	477	716	665	373	633	703	819	583	955	695	750	452	307	636	1558	1151	919	837	962	1043	217	446	461	795	1074	1295
hsa-miR-195-3p	113	95	121	24	15	17	46	56	20	54	49	39	7	9	8	12	19	12	7	4	4	6	4	8	10	12	6
hsa-miR-195-5p	294	227	310	124	64	137	197	240	163	161	148	90	74	32	61	145	87	84	59	97	80	13	37	50	68	64	86
hsa-miR-196a-5p	5	3	3	2	4	2	4	3	4	5	1	2	32	31	53	5	1	1	3	5	6	2	0	5	4	3	6
hsa-miR-196b-5p	0	1	2	1	3	2	0	1	1	15	10	11	22	11	17	18	13	7	1	0	0	0	0	0	0	5	1
hsa-miR-197-3p	4720	4567	5913	6555	3410	6745	5981	6834	4790	3106	2398	2683	5364	3184	7163	9690	9770	5706	4333	4996	5460	2477	3708	3903	3532	5326	7654
hsa-miR-197-5p	12	5	12	10	2	9	3	2	5	2	1	1	2	1	7	9	7	5	3	0	2	0	6	5	0	1	0
hsa-miR-1972	0	2	2	0	1	3	2	8	1	7	1	0	3	0	2	3	3	2	4	2	1	2	2	3	1	0	3
hsa-miR-1973	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1
hsa-miR-1976	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-199a-3p	507	419	633	2033	937	1908	691	848	510	144353	75282	118519	22304	10432	28494	79087	54440	42014	174	202	194	210	333	362	187	187	296
hsa-miR-199a-5p	164	99	188	979	689	986	152	192	144	55932	31730	34758	16481	8871	22266	34522	24258	22831	54	66	54	75	146	144	69	70	106
hsa-miR-199b-5p	4295	3818	5097	14199	10747	13877	9217	10694	7954	202612	129875	125787	65461	36097	90120	126999	95988	89653	752	804	858	2346	3842	3605	1250	687	1337
hsa-miR-19a-3p	239	200	295	548	538	559	352	457	294	90	45	42	183	109	232	250	164	154	142	175	174	136	360	252	103	125	320
hsa-miR-19a-5p	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-19b-1-5p	18	25	41	15	26	23	16	22	17	4	7	0	12	3	26	10	11	5	9	13	13	18	16	24	11	1	17
hsa-miR-19b-2-5p	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19b-3p	3812	3219	3919	5117	5341	5003	4012	4529	3385	1072	581	556	1893	1068	2931	2651	2054	1997	2554	2568	3468	1530	3706	3142	2224	1301	3700
hsa-miR-200a-3p	19	20	99	24	21	15	46	41	17	40	17	28	59	123	10	54	31	30	16	27	20	9	24	11	12	107	44
hsa-miR-200a-5p	9	16	48	5	9	13	12	18	11	12	10	12	16	49	10	26	9	5	6	6	4	14	4	5	35	54	14
hsa-miR-200b-3p	133	105	484	294	201	275	289	298	231	268	175	270	342	524	276	432	365	291	110	118	107	73	109	114	144	554	304
hsa-miR-200b-5p	1	5	2	0	0	0	0	0	2	0	0	0	0	5	1	0	0	0	0	3	0	0	1	0	0	2	1
hsa-miR-200c-3p	172	161	252	173	142	176	253	285	204	104	109	109	242	232	318	584	414	344	125	156	193	111	183	226	259	361	441
hsa-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-202-5p	4	2	10	9	1	6	4	6	4	2	0	1	3	6	7	5	2	1	3	5	2	3	2	3	5	3	4
hsa-miR-203a-3p	60	51	115	51	27	51	43	67	31	104	92	108	40	63	35	134	90	95	69	73	106	29	58	52	66	105	82
hsa-miR-203a-5p	7	14	12	7	0	5	5	12	7	5	4	4	5	2	8	8	5	8	4	7	11	4	5	7	7	13	16
hsa-miR-203b-3p	8	14	17	7	0	5	6	13	14	6	5	4	7	2	9	10	7	15	6	10	16	4	5	8	12	21	22
hsa-miR-203b-5p	60	51	115	51	27	51	43	67	31	104	92	108	40	63	35	134	90	95	69	73	106	29	58	52	66	105	82
hsa-miR-204-3p	31	42	58	34	21	42	32	31	28	12	13	7	21	15	25	23	14	14	14	19	30	6	6	16	19	18	6
hsa-miR-204-5p	9586	8944	11859	4604	2612	4741	6045	7266	5189	3798	3415	3782	3025	2197	3577	3989	3218	2312	3876	4818	5106	504	601	596	1859	2606	2853
hsa-miR-205-5p	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	3	1	0	0	2	1	3	0	2
hsa-miR-206	217	189	257	99	78	90	143	165	112	186410	171176	185343	48374	34064	58171	34033	25754	18334	85	124	99	62	70	72	127	102	227
hsa-miR-208a-3p	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	2	1	0	0	0	0	0	0
hsa-miR-208b-3p	2	6	13	12	1	12	9	27	5	6	3	9	4	0	3	10	16	7	4	7	15	0	2	2	5	3	3
hsa-miR-20a-3p	47	18	57	60	36	70	51	60	48	5	8	10	20	5	52	23	25	19	20	7	8	14	48	40	10	12	47
hsa-miR-20a-5p	24772	21183	28118	43042	35979	42567	25728	30124	22303	11562	5966	6932	20116	10852	28974	30420	21009	19859	10765	11515	13536	10149	30222	27943	7959	10765	24408
hsa-miR-20b-3p	43	48	26	47	20	43	13	15	18	1	0	0	24	8	18	6	8	4	3	4	2	20	20	29	6	7	8
hsa-miR-20b-5p	3955	3506	4657	10218	7912	10110	2190	2664	1880	175	89	99	3304	1730	4452	1104	763	730	531	567	706	1539	4222	4267	328	363	969
hsa-miR-21-3p	388	345	468	297	133	305	200	223	163	380	213	232	252	92	312	263	283	207	62	81	73	39	91	89	46	35	101
hsa-miR-21-5p	212414	193539	262744	385887	277067	365499	240205	296102	225914	608753	377152	411505	306786	210869	394338	719565	534335	458171	97223	105898	121867	62062	97169	105028	69278	99768	144196
hsa-miR-210-3p	1374	1269	1781	2323	1172	2254	1853	2153	1447	1573	666	945	2082	794	2942	3185	2371	1904	985	1024	1292	741	2477	2403	1082	684	2530
hsa-miR-210-5p	61	48	81	34	31	45	52	70	31	30	14	29	50	42	66	117	100	64	25	42	44	7	20	25	33	35	86
hsa-miR-211-5p	1	6	1	6	5	6	20	8	6	7	4	4	6	6	12	23	14	11	1	2	1	6	11	8	2	5	8
hsa-miR-2110	71	56	68	117	71	85	103	117	91	145	111	166	93	81	99	247	231	156	95	123	128	39	88	97	118	119	161
hsa-miR-2113	233	175	377	195	61	218	190	281	154	220	243	239	434	303	512	538	576	408	432	454	504	579	413	457	1406	1058	429
hsa-miR-2114-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2114-5p	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2115-3p	18	8	22	40	20	25	21	31	22	16	0	11	26	10	29	20	26	27	13	6	12	9	15	27	12	23	9
hsa-miR-2115-5p	1	2	0	2	0	3	0	2	0	0	0	2	0	0	1	0	2	0	0	0	1	0	2	1	0	0	0
hsa-miR-2116-3p	7	2	5	6	1	8	11	6	4	4	5	5	5	0	2	20	7	7	4	3	0	0	3	1	1	1	4
hsa-miR-2116-5p	0	0	0	0	0	3	5	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-2117	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
hsa-miR-212-3p	86	127	123	57	36	71	58	64	36	330	237	277	70	30	53	233	225	133	451	588	555	35	64	76	160	155	240
hsa-miR-212-5p	289	192	308	364	246	406	293	356	239	1481	1328	1568	470	395	562	1566	1009	868	1070	1219	1449	350	504	529	677	1017	939
hsa-miR-214-3p	11	6	6	43	23	48	6	9	2	1107	775	835	511	243	656	1534	1255	909	2	2	0	1	0	2	2	4	2
